timeseries,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
202001,0,0,62953.4,30724.9
202001,0,0,85957.7,41952.3
202001,0,0,79905.7,38998.5
202002,0,0,58153.8,31418.3
202002,0,0,77849.1,42058.9
202002,0,0,72718.3,39286.9
202003,0,0,56004.6,42261.7
202003,0,0,45062.2,34004.4
202003,0,0,39629.7,29905
202004,0,0,35443.3,36640
202004,0,0,41237.8,42630
202004,0,0,42487.5,43922
202005,0,0,47510.6,43950.5
202005,0,0,40483.9,37450.4
202005,0,0,45637.1,42217.5
202006,0,0,50828.2,42218
202006,0,0,49387.8,41021.6
202006,0,0,47698.1,39618.1
202007,0,0,53016.2,41648.6
202007,0,0,43372.1,34072.3
202007,0,0,56146.5,44107.7
202008,0,0,46290.6,36242.2
202008,0,0,48853.8,38249
202008,0,0,59558.7,46630.1
202009,0,0,49486.7,37750.8
202009,0,0,63357,48331.7
202009,0,0,52318.5,39911.1
202010,0,0,52348.2,39326
202010,0,0,54106,40646.5
202010,0,0,63537.7,47731.9
202011,0,0,63969.9,46008.2
202011,0,0,49762.9,35790.2
202011,0,0,54683.3,39329.1
202012,0,0,66695.1,47624.3
202012,0,0,51030.7,36439
202012,0,0,51164.2,36534.3
202101,0,0,172097,137669
202102,0,0,162398,128922
202103,0,0,141054,111587
202104,0,0,172352,139893
202105,0,0,173505,138539
202106,0,0,172915,134614
202107,0,0,174951,136672
202108,0,0,160026,125516
202109,0,0,168592,130970
202110,0,0,172526,133384
202111,0,0,170468,129060
202112,0,0,158416,119576
202201,0,0,155994,149480
202202,0,0,141016,139983
202203,0,0,124135,121161
202204,0,0,154749,151895
202205,0,0,155212,150425
202206,0,0,153766,146164
202207,0,0,160470,148398
202208,0,0,148507,136285
202209,0,0,154551,142207
202210,0,0,158268,144828
202211,0,0,150818,140134
202212,0,0,140151,129836
202301,0,0,178360,166383
202302,0,0,166483,155813
202303,0,0,145662,134862
202304,0,0,178150,169071
202305,0,0,179312,167435
202306,0,0,178735,162692
202307,0,0,182570,165179
202308,0,0,167238,151696
202309,0,0,175162,158288
202310,0,0,178871,161205
202311,0,0,174911,155980
202312,0,0,161953,144518
202401,0,0,183070,177584
202402,0,0,170075,166302
202403,0,0,149011,143941
202404,0,0,182529,180453
202405,0,0,183462,178707
202406,0,0,182659,173645
202407,0,0,187240,176299
202408,0,0,171878,161908
202409,0,0,179845,168944
202410,0,0,183750,172057
202411,0,0,178978,166480
202412,0,0,165809,154247
202501,0,0,45697.7,47081.6
202501,0,0,62396.4,64286.1
202501,0,0,58003.2,59759.8
202502,0,0,46158,48144.2
202502,0,0,61790.6,64449.5
202502,0,0,57718.2,60201.8
202503,0,0,62979,64760.3
202503,0,0,50673.8,52107.1
202503,0,0,44564.8,45825.3
202504,0,0,53464,56145.7
202504,0,0,62204.6,65324.6
202504,0,0,64089.7,67304.4
202505,0,0,65055.8,67348.1
202505,0,0,55434.3,57387.6
202505,0,0,62490.5,64692.4
202506,0,0,64004.7,64693.2
202506,0,0,62190.9,62859.9
202506,0,0,60063.2,60709.4
202507,0,0,63960.1,63820.8
202507,0,0,52325.1,52211.2
202507,0,0,67736.6,67589
202508,0,0,55711.7,55536.2
202508,0,0,58796.6,58611.3
202508,0,0,71680.2,71454.3
202509,0,0,58096,57848
202509,0,0,74379.4,74061.8
202509,0,0,61420.5,61158.3
202510,0,0,60707,60261.7
202510,0,0,62745.5,62285.1
202510,0,0,73683.2,73142.6
202511,0,0,71177,70501.2
202511,0,0,55369.3,54843.6
202511,0,0,60844.1,60266.4
202512,0,0,73685.6,72977.7
202512,0,0,56379.4,55837.7
202512,0,0,56526.9,55983.8
202601,0,0,190706,205892
202602,0,0,175636,192811
202603,0,0,154498,166886
202604,0,0,190061,209218
202605,0,0,190908,207193
202606,0,0,189960,201324
202607,0,0,195999,204402
202608,0,0,180485,187717
202609,0,0,188324,195874
202610,0,0,192450,199483
202611,0,0,185875,193018
202612,0,0,172320,178834
202701,0,0,193983,220148
202702,0,0,177818,206161
202703,0,0,156694,178441
202704,0,0,193000,223704
202705,0,0,193621,221539
202706,0,0,192480,215264
202707,0,0,199051,218554
202708,0,0,183397,200714
202709,0,0,190910,209436
202710,0,0,194902,213295
202711,0,0,187347,206382
202712,0,0,173552,191216
202801,0,0,195211,235421
202802,0,0,178265,220464
202803,0,0,157412,190821
202804,0,0,193915,239225
202805,0,0,194196,236910
202806,0,0,192745,230199
202807,0,0,199529,233718
202808,0,0,183738,214640
202809,0,0,190737,223967
202810,0,0,194410,228094
202811,0,0,186018,220701
202812,0,0,172081,204483
202901,0,0,195839,252121
202902,0,0,177890,236103
202903,0,0,157152,204357
202904,0,0,193922,256194
202905,0,0,194196,253715
202906,0,0,192770,246528
202907,0,0,200126,250296
202908,0,0,184533,229865
202909,0,0,191353,239854
202910,0,0,195066,244273
202911,0,0,186007,236356
202912,0,0,172118,218988
203001,0,0,47781.2,66868.8
203001,0,0,65241.3,91303.9
203001,0,0,60647.8,84875.4
203002,0,0,47213.5,68377.9
203002,0,0,63203.6,91535.9
203002,0,0,59038,85503
203003,0,0,64956.1,91977.4
203003,0,0,52264.6,74006.3
203003,0,0,45963.8,65084.5
203004,0,0,55526.5,79742.3
203004,0,0,64604.2,92778.9
203004,0,0,66562.1,95590.7
203005,0,0,67349.9,95652.9
203005,0,0,57389,81506.1
203005,0,0,64694.1,91881
203006,0,0,66102.8,91882.1
203006,0,0,64229.6,89278.3
203006,0,0,62032.1,86224
203007,0,0,66879.1,90643
203007,0,0,54713.1,74154.2
203007,0,0,70827.9,95995
203008,0,0,58512.4,78876.6
203008,0,0,61752.3,83244.2
203008,0,0,75283.5,101485
203009,0,0,60500.5,82160
203009,0,0,77457.8,105188
203009,0,0,63962.6,86861.5
203010,0,0,63094.2,85588.1
203010,0,0,65212.8,88462
203010,0,0,76580.6,103883
203011,0,0,72487.8,100131
203011,0,0,56389,77893
203011,0,0,61964.6,85594.8
203012,0,0,74958.9,103648
203012,0,0,57353.6,79304.9
203012,0,0,57503.7,79512.4
203101,0,0,195487,293666
203102,0,0,176202,275008
203103,0,0,156332,238031
203104,0,0,193581,298410
203105,0,0,193849,295522
203106,0,0,192496,287151
203107,0,0,201057,291540
203108,0,0,185906,267743
203109,0,0,192336,279378
203110,0,0,196123,284525
203111,0,0,185672,275303
203112,0,0,171903,255073
203201,0,0,195122,315049
203202,0,0,175148,295033
203203,0,0,155763,255363
203204,0,0,193222,320139
203205,0,0,193491,317041
203206,0,0,192186,308060
203207,0,0,201381,312769
203208,0,0,186476,287239
203209,0,0,192693,299721
203210,0,0,196516,305243
203211,0,0,185337,295350
203212,0,0,171641,273646
203301,0,0,194623,338673
203302,0,0,173945,317156
203303,0,0,155081,274511
203304,0,0,192729,344144
203305,0,0,193002,340814
203306,0,0,191754,331160
203307,0,0,201604,336222
203308,0,0,186964,308777
203309,0,0,192955,322195
203310,0,0,196812,328131
203311,0,0,184883,317496
203312,0,0,171270,294165
203401,0,0,193983,364333
203402,0,0,172588,341186
203403,0,0,154280,295310
203404,0,0,192096,370219
203405,0,0,192375,366636
203406,0,0,191193,356250
203407,0,0,201720,361696
203408,0,0,187363,332172
203409,0,0,193116,346607
203410,0,0,197005,352993
203411,0,0,184305,341552
203412,0,0,170783,316453
203501,0,0,47395.6,96273.6
203501,0,0,64688.6,131401
203501,0,0,60099.2,122078
203502,0,0,45954.3,98723.3
203502,0,0,61273,131632
203502,0,0,57130.3,122733
203503,0,0,63873.1,132486
203503,0,0,51326.4,106461
203503,0,0,45405.8,94180.9
203504,0,0,55056.1,114758
203504,0,0,64110.1,133630
203504,0,0,65993.7,137556
203505,0,0,66958.4,138008
203505,0,0,57042.8,117571
203505,0,0,64189.5,132301
203506,0,0,65759.6,132463
203506,0,0,63919.7,128757
203506,0,0,61767.6,124422
203507,0,0,67644.9,130644
203507,0,0,55527.2,107241
203507,0,0,71670.2,138418
203508,0,0,59766.8,113946
203508,0,0,62993,120097
203508,0,0,76751.3,146327
203509,0,0,61335.3,118543
203509,0,0,78353.1,151434
203509,0,0,64723.9,125092
203510,0,0,63862.3,123201
203510,0,0,65934.3,127198
203510,0,0,77514.9,149539
203511,0,0,71845.5,143967
203511,0,0,56015.3,112246
203511,0,0,61381.7,123000
203512,0,0,74432.6,149089
203512,0,0,57015.2,114202
203512,0,0,57138.4,114449
203601,0,0,193121,424887
203602,0,0,169699,396859
203603,0,0,152921,344245
203604,0,0,191391,432096
203605,0,0,191643,427800
203606,0,0,190917,416340
203607,0,0,202823,422440
203608,0,0,189191,388336
203609,0,0,194115,404489
203610,0,0,197776,411298
203611,0,0,183297,397722
203612,0,0,170308,369275
203701,0,0,192015,458845
203702,0,0,167829,428577
203703,0,0,151727,371758
203704,0,0,190291,466630
203705,0,0,190559,461991
203706,0,0,189926,449615
203707,0,0,202587,456203
203708,0,0,189299,419373
203709,0,0,193942,436817
203710,0,0,197631,444170
203711,0,0,182306,429509
203712,0,0,169439,398788
203801,0,0,190740,496281
203802,0,0,165775,463543
203803,0,0,150391,402089
203804,0,0,189021,504701
203805,0,0,189310,499683
203806,0,0,188780,486297
203807,0,0,202221,493423
203808,0,0,189300,453588
203809,0,0,193646,472456
203810,0,0,197361,480409
203811,0,0,181165,464552
203812,0,0,168430,431324
203901,0,0,189288,537399
203902,0,0,163528,501949
203903,0,0,148907,435403
203904,0,0,187575,546517
203905,0,0,187887,541083
203906,0,0,187472,526588
203907,0,0,201720,534304
203908,0,0,189188,491169
203909,0,0,193221,511600
203910,0,0,196960,520212
203911,0,0,179866,503041
203912,0,0,167277,467060
